	Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(Default)	Opportunity(Default)
135409	181085	77y7iIIXuv	Unit CTA1_06, Section CTA1_06-2	L5FB16	2	185X = 7625	2005-11-07 11:50:37.0	2005-11-07 11:50:42.0	2005-11-07 11:50:42.0	2005-11-07 11:50:42.0	5.0	5.0		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	58~~131
591087	788141	Qwq8d0du28	Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1	EG-S-FACTOR30	1	(3+sqrt(9-(-20)))/10 = x	2006-03-16 10:09:31.0	2006-03-16 10:09:32.0	2006-03-16 10:09:32.0	2006-03-16 10:09:32.0	1.0	1.0		1	0	0	1	[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]	88
283550	378188	bcoY3s64sj	Unit ES_01, Section ES_01-4	EG5	1	4+7*8 = y	2005-09-29 09:38:52.0	2005-09-29 09:38:56.0	2005-09-29 09:38:56.0	2005-09-29 09:38:56.0	4.0	4.0		1	0	0	1	[SkillRule: Select Multiply/Divide, nested; {MT; MT no fraction coeff}]	16
733399	978870	GVw1FC32GS	Unit CTA1_06, Section CTA1_06-4	L6FB18	1	R1C2	2006-04-19 13:44:46.0	2006-04-19 13:45:18.0	2006-04-19 13:45:18.0	2006-04-19 13:45:18.0	32.0	32.0		1	0	0	1		
219719	293975	tyU2s0MBzm	Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-1	EG-FACTOR20	1	FQCheckButton	2006-03-03 09:47:13.0	2006-03-03 09:47:17.0	2006-03-03 09:47:17.0	2006-03-03 09:54:32.0	14.0	14.0		1	0	0	4		
138634	185137	7RB2G4NbCn	Unit CTA1_02, Section CTA1_02-1	LDEMO_GRPH	3	R7C2	2005-10-19 08:30:22.0	2005-10-19 08:32:11.0	2005-10-19 08:32:11.0	2005-10-19 08:32:11.0	109.0	109.0		1	0	0	1	Find Y, Simple~~Using simple numbers~~Using small numbers	22~~74~~39
147931	197818	Fx8d98DRud	Unit CTA1_02, Section CTA1_02-1	LDEMO_GRPH	1	XLabel	2005-09-23 08:24:17.0	2005-09-23 08:24:51.0	2005-09-23 08:24:51.0	2005-09-23 08:24:51.0	34.0	34.0		1	0	0	1	Labelling the axes	1
464644	619242	5VZLSGPT10	Unit CTA1_01, Section CTA1_01-3	BH1T27A	2	R1C2	2005-09-06 10:32:56.0	2005-09-06 10:34:09.0	2005-09-06 10:34:09.0	2005-09-06 10:34:09.0	73.0	73.0		1	0	0	1		
397162	529703	9QD9297moO	Unit ES_04, Section ES_04-1	EG40	5	-2 = -2x	2006-01-26 14:16:34.0	2006-01-26 14:16:40.0	2006-01-26 14:16:47.0	2006-01-26 14:16:47.0	13.0		13.0	0	0	2	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	338~~147
42161	57762	XqBaV46VbC	Unit ES_04, Section ES_04-12	EG58	1	78 = -42X	2005-12-14 12:44:26.0	2005-12-14 12:46:10.0	2005-12-14 12:46:10.0	2005-12-14 12:46:10.0	104.0	104.0		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	144~~34
752371	1004638	zStzz3DlD1	Unit ES_02, Section ES_02-8	EG41	1	-5*-6 = y/-6*-6	2006-03-07 12:56:52.0	2006-03-07 12:56:56.0	2006-03-07 12:56:56.0	2006-03-07 12:57:00.0	8.0	8.0		1	0	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	1
487889	650329	m58s5oOZCm	Unit ES_03, Section ES_03-3	EG50	1	-y-1.1y = -5	2006-01-10 10:54:10.0	2006-01-10 10:54:13.0	2006-01-10 10:54:13.0	2006-01-10 10:54:13.0	3.0	3.0		1	0	0	1	[SkillRule: Consolidate vars, no coeff; CLT]	72
119909	160597	z9svx3mA4s	Unit ES_03, Section ES_03-3	EG49A	1	37 = x-14.2x	2005-11-02 08:49:36.0	2005-11-02 08:49:38.0	2005-11-02 08:49:38.0	2005-11-02 08:49:38.0	2.0	2.0		1	0	0	1	[SkillRule: Consolidate vars, no coeff; CLT]	37
510682	680515	YNGlv7F45C	Unit ES_04, Section ES_04-8	EG56A	2	-0.65199712+3619.15 = x-3619.15+3619.15	2006-01-03 10:52:11.0	2006-01-03 10:52:14.0	2006-01-03 10:52:14.0	2006-01-03 10:52:58.0	47.0	47.0		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	48
27647	38190	g209g5Vve6	Unit ES_05, Section ES_05-11	LIT84	1	7y = 5-2x	2006-01-25 12:24:09.0	2006-01-25 12:24:17.0	2006-01-25 12:24:28.0	2006-01-25 12:24:28.0	19.0		19.0	0	1	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	277
338565	452282	yf2V5ll9mN	Unit CTA1_04, Section CTA1_04-3	DEC01A	1	R1C2	2005-10-14 13:25:52.0	2005-10-14 13:26:07.0	2005-10-14 13:26:07.0	2005-10-14 13:26:07.0	15.0	15.0		1	0	0	1		
106741	143150	6bJ4auIa8L	Unit ES_03, Section ES_03-3	EG48A	2	0.9y/0.9 = -4/0.9	2006-01-04 08:47:56.0	2006-01-04 08:48:00.0	2006-01-04 08:48:00.0	2006-01-04 08:48:00.0	4.0	4.0		1	0	0	1		
94535	126790	tB4vqSxzqo	Unit ES_04, Section ES_04-4	EG54	2	6/6 = 6(y-1)/6	2006-02-17 13:53:20.0	2006-02-17 13:53:24.0	2006-02-17 13:53:24.0	2006-02-17 13:53:26.0	6.0	6.0		1	0	0	2	[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]]	4
86020	115035	C18qWKq212	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-1	EG-EPS04	2	FinalAnswer	2005-11-16 14:15:02.0	2005-11-16 14:15:05.0	2005-11-16 14:15:05.0	2005-11-16 14:15:05.0	3.0	3.0		1	0	0	1	perform-mult-sp	6
44538	61362	y8BlGe62E7	Unit ES_07, Section ES_07-4	LIT62A	1	c*j+s*u+w*u = n*q	2006-01-04 12:43:38.0	2006-01-04 12:43:51.0	2006-01-04 12:45:33.0	2006-01-04 12:45:33.0	115.0		115.0	0	2	6	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	181
767678	1024961	7cEjwssz1R	Unit CTA1_14, Section CTA1_14-2	1PTB02	1	R7C2	2006-02-24 09:32:24.0	2006-02-24 09:32:28.0	2006-02-24 09:32:28.0	2006-02-24 09:32:28.0	4.0	4.0		1	0	0	1	Entering a given	7
169164	226615	075kbY53c1	Unit ES_04, Section ES_04-4	EG54	1	-5/-5 = x-3	2006-02-28 15:01:32.0	2006-02-28 15:01:40.0	2006-02-28 15:01:40.0	2006-02-28 15:01:40.0	8.0	8.0		1	0	0	1		
738742	986194	694Y3fju01	Unit ES_07, Section ES_07-3	LIT66	1	-w*y-b*g = -w*r+s*m	2006-04-04 08:30:13.0	2006-04-04 08:30:50.0	2006-04-04 08:31:00.0	2006-04-04 08:31:00.0	47.0		47.0	0	1	0	1	[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]	7
436416	582154	1CI7f2R98c	Unit ES_07, Section ES_07-4	LIT65A	1	row3-D-s+m	2006-05-18 13:04:29.0	2006-05-18 13:04:31.0		2006-05-18 13:04:31.0	1.0		1.0	0	1	0	0		
219609	293808	tyU2s0MBzm	Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1	NEWSQUARE7TRE	1	R7C3	2006-02-23 10:08:07.0	2006-02-23 10:08:23.0	2006-02-23 10:08:23.0	2006-02-23 10:08:23.0	16.0	16.0		1	0	0	1	Entering a computed linear value	21
285417	380495	bcoY3s64sj	Unit CTA1_08, Section CTA1_08-3	REAL37	1	R1C1	2006-01-27 09:16:53.0	2006-01-27 09:17:28.0	2006-01-27 09:18:16.0	2006-01-27 09:18:16.0	83.0		83.0	0	1	0	1		
392221	523126	7y5NJZ7S6u	Unit CTA1_12, Section CTA1_12-3	SYSFB12	1	R3C3	2006-03-09 09:02:32.0	2006-03-09 09:03:05.0	2006-03-09 09:03:05.0	2006-03-09 09:03:05.0	33.0	33.0		1	0	0	1	Using small numbers~~Write expression, positive slope~~Using difficult numbers	302~~123~~166
218844	292834	tyU2s0MBzm	Unit CTA1_14, Section CTA1_14-2	1PTFB15	1	6N-20 = 20	2006-02-03 08:25:48.0	2006-02-03 08:25:58.0	2006-02-03 08:25:58.0	2006-02-03 08:25:58.0	10.0	10.0		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	394~~59
560658	747421	f45jOmRd4S	Unit CTA1_02, Section CTA1_02-2	BH1T23C	1	R1C1	2005-10-06 09:57:18.0	2005-10-06 09:57:47.0	2005-10-06 09:57:47.0	2005-10-06 09:57:47.0	29.0	29.0		1	0	0	1		
319879	427566	k3jBd30ocz	Unit CTA1_06, Section CTA1_06-3	JAN06	2	xMax	2005-12-02 08:47:35.0	2005-12-02 08:47:45.0	2005-12-02 08:47:45.0	2005-12-02 08:47:45.0	10.0	10.0		1	0	0	1	Changing axis bounds	91
127320	170170	39Uc7ru04l	Unit ES_01, Section ES_01-7	EG21	2	4-4 = 4+x-4	2005-10-19 08:25:34.0	2005-10-19 08:25:40.0	2005-10-19 08:25:40.0	2005-10-19 08:27:03.0	89.0	89.0		1	2	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	5
216924	290293	tyU2s0MBzm	Unit ES_03, Section ES_03-3	EG50	1	-5.3x/-5.3 = 0.18867925	2005-11-11 10:03:04.0	2005-11-11 10:03:10.0	2005-11-11 10:03:10.0	2005-11-11 10:03:10.0	6.0	6.0		1	0	0	1		
713494	952564	s9O034dIc4	Unit ES_05, Section ES_05-1	EG42A	1	-4.33y+5.02 = -9.14	2006-04-04 10:21:29.0	2006-04-04 10:21:42.0	2006-04-04 10:21:42.0	2006-04-04 10:21:42.0	13.0	13.0		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	86
165417	221719	jbw83hRJZQ	Unit CTA1_01, Section CTA1_01-2	BH1T24A	1	R3C2	2006-03-13 11:27:41.0	2006-03-13 11:27:47.0	2006-03-13 11:27:47.0	2006-03-13 11:27:47.0	6.0	6.0		1	0	0	1	Using simple numbers~~Using small numbers~~Write expression, positive slope	13~~13~~4
300575	401557	E38It7fjg0	Unit ES_04, Section ES_04-11	EG58A	1	2209y+752+16y = -8	2005-12-05 09:20:55.0	2005-12-05 09:21:03.0	2005-12-05 09:21:03.0	2005-12-05 09:21:03.0	8.0	8.0		1	0	0	1	[SkillRule: Consolidate vars with coeff; CLT]	68
49192	67744	0jSb6S70X1	Unit ES_07, Section ES_07-4	LIT62A	2	INNERu1	2005-10-26 14:03:45.0	2005-10-26 14:03:48.0	2005-10-26 14:03:48.0	2005-10-26 14:03:48.0	3.0	3.0		1	0	0	1		
799251	1066226	NX8N2fJ630	Unit ES_03, Section ES_03-3	EG49	1	-5 = -1.2y+y	2006-03-15 09:56:02.0	2006-03-15 09:56:26.0	2006-03-15 09:56:26.0	2006-03-15 09:56:26.0	24.0	24.0		1	0	0	1	[SkillRule: Consolidate vars, no coeff; CLT]	11
383907	511918	6jCygPdswz	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2	EG-EQS08	2	row1-D-x	2006-03-09 12:39:19.0	2006-03-09 12:39:20.0	2006-03-09 12:39:20.0	2006-03-09 12:39:20.0	1.0	1.0		1	0	0	1		
378995	505541	6jCygPdswz	Unit ES_01, Section ES_01-5	EG16A	1	y = 50*70.8	2005-09-12 12:13:28.0	2005-09-12 12:13:31.0	2005-09-12 12:13:31.0	2005-09-12 12:13:31.0	3.0	3.0		1	0	0	1	[SkillRule: Select Multiply; {MT; MT no fraction coeff}]	17
629511	839814	Uml72Q91Du	Unit ES_03, Section ES_03-3	EG48A	2	-33/-18.1 = -18.1y/-18.1	2006-02-21 10:14:34.0	2006-02-21 10:14:39.0	2006-02-21 10:14:39.0	2006-02-21 10:14:39.0	5.0	5.0		1	0	0	1		
